Feature_ID,Missing_Count,Missing_Rate_pct
314,24,1.5315890236119976
82,24,1.5315890236119976
354,24,1.5315890236119976
482,24,1.5315890236119976
484,24,1.5315890236119976
485,24,1.5315890236119976
352,24,1.5315890236119976
353,24,1.5315890236119976
253,24,1.5315890236119976
483,24,1.5315890236119976
76,24,1.5315890236119976
80,24,1.5315890236119976
79,24,1.5315890236119976
78,24,1.5315890236119976
525,24,1.5315890236119976
178,24,1.5315890236119976
210,24,1.5315890236119976
212,24,1.5315890236119976
118,24,1.5315890236119976
216,24,1.5315890236119976
215,24,1.5315890236119976
213,24,1.5315890236119976
411,14,0.8934269304403318
6,14,0.8934269304403318
415,14,0.8934269304403318
412,14,0.8934269304403318
413,14,0.8934269304403318
274,14,0.8934269304403318
276,14,0.8934269304403318
414,14,0.8934269304403318
5,14,0.8934269304403318
4,14,0.8934269304403318
275,14,0.8934269304403318
277,14,0.8934269304403318
273,14,0.8934269304403318
140,14,0.8934269304403318
139,14,0.8934269304403318
142,14,0.8934269304403318
3,14,0.8934269304403318
2,14,0.8934269304403318
141,14,0.8934269304403318
138,14,0.8934269304403318
84,12,0.7657945118059988
357,12,0.7657945118059988
219,12,0.7657945118059988
491,12,0.7657945118059988
428,10,0.6381620931716656
19,10,0.6381620931716656
290,10,0.6381620931716656
155,10,0.6381620931716656
143,9,0.574345883854499
121,9,0.574345883854499
395,9,0.574345883854499
396,9,0.574345883854499
397,9,0.574345883854499
398,9,0.574345883854499
399,9,0.574345883854499
400,9,0.574345883854499
401,9,0.574345883854499
402,9,0.574345883854499
403,9,0.574345883854499
404,9,0.574345883854499
534,9,0.574345883854499
7,9,0.574345883854499
416,9,0.574345883854499
394,9,0.574345883854499
537,9,0.574345883854499
536,9,0.574345883854499
535,9,0.574345883854499
538,9,0.574345883854499
262,9,0.574345883854499
263,9,0.574345883854499
264,9,0.574345883854499
278,9,0.574345883854499
266,9,0.574345883854499
256,9,0.574345883854499
257,9,0.574345883854499
258,9,0.574345883854499
259,9,0.574345883854499
260,9,0.574345883854499
261,9,0.574345883854499
265,9,0.574345883854499
131,9,0.574345883854499
528,9,0.574345883854499
530,9,0.574345883854499
529,9,0.574345883854499
532,9,0.574345883854499
533,9,0.574345883854499
122,9,0.574345883854499
531,9,0.574345883854499
123,9,0.574345883854499
124,9,0.574345883854499
126,9,0.574345883854499
125,9,0.574345883854499
127,9,0.574345883854499
128,9,0.574345883854499
129,9,0.574345883854499
130,9,0.574345883854499
134,8,0.5105296745373326
133,8,0.5105296745373326
132,8,0.5105296745373326
405,8,0.5105296745373326
407,8,0.5105296745373326
267,8,0.5105296745373326
406,8,0.5105296745373326
541,8,0.5105296745373326
539,8,0.5105296745373326
540,8,0.5105296745373326
269,8,0.5105296745373326
268,8,0.5105296745373326
65,7,0.4467134652201659
472,7,0.4467134652201659
1,7,0.4467134652201659
202,7,0.4467134652201659
196,7,0.4467134652201659
201,7,0.4467134652201659
200,7,0.4467134652201659
137,7,0.4467134652201659
272,7,0.4467134652201659
332,7,0.4467134652201659
336,7,0.4467134652201659
337,7,0.4467134652201659
59,7,0.4467134652201659
64,7,0.4467134652201659
338,7,0.4467134652201659
468,7,0.4467134652201659
63,7,0.4467134652201659
410,7,0.4467134652201659
474,7,0.4467134652201659
473,7,0.4467134652201659
136,6,0.3828972559029994
0,6,0.3828972559029994
209,6,0.3828972559029994
102,6,0.3828972559029994
512,6,0.3828972559029994
204,6,0.3828972559029994
203,6,0.3828972559029994
97,6,0.3828972559029994
106,6,0.3828972559029994
243,6,0.3828972559029994
498,6,0.3828972559029994
242,6,0.3828972559029994
91,6,0.3828972559029994
108,6,0.3828972559029994
107,6,0.3828972559029994
94,6,0.3828972559029994
68,6,0.3828972559029994
374,6,0.3828972559029994
375,6,0.3828972559029994
105,6,0.3828972559029994
364,6,0.3828972559029994
381,6,0.3828972559029994
380,6,0.3828972559029994
379,6,0.3828972559029994
378,6,0.3828972559029994
367,6,0.3828972559029994
96,6,0.3828972559029994
95,6,0.3828972559029994
199,6,0.3828972559029994
198,6,0.3828972559029994
229,6,0.3828972559029994
226,6,0.3828972559029994
206,6,0.3828972559029994
207,6,0.3828972559029994
208,6,0.3828972559029994
205,6,0.3828972559029994
508,6,0.3828972559029994
507,6,0.3828972559029994
506,6,0.3828972559029994
505,6,0.3828972559029994
504,6,0.3828972559029994
503,6,0.3828972559029994
502,6,0.3828972559029994
197,6,0.3828972559029994
241,6,0.3828972559029994
240,6,0.3828972559029994
373,6,0.3828972559029994
372,6,0.3828972559029994
370,6,0.3828972559029994
371,6,0.3828972559029994
369,6,0.3828972559029994
69,6,0.3828972559029994
501,6,0.3828972559029994
368,6,0.3828972559029994
67,6,0.3828972559029994
236,6,0.3828972559029994
237,6,0.3828972559029994
509,6,0.3828972559029994
99,6,0.3828972559029994
98,6,0.3828972559029994
230,6,0.3828972559029994
231,6,0.3828972559029994
232,6,0.3828972559029994
100,6,0.3828972559029994
101,6,0.3828972559029994
70,6,0.3828972559029994
71,6,0.3828972559029994
74,6,0.3828972559029994
335,6,0.3828972559029994
334,6,0.3828972559029994
333,6,0.3828972559029994
347,6,0.3828972559029994
343,6,0.3828972559029994
344,6,0.3828972559029994
515,6,0.3828972559029994
514,6,0.3828972559029994
342,6,0.3828972559029994
513,6,0.3828972559029994
271,6,0.3828972559029994
233,6,0.3828972559029994
234,6,0.3828972559029994
235,6,0.3828972559029994
479,6,0.3828972559029994
480,6,0.3828972559029994
60,6,0.3828972559029994
471,6,0.3828972559029994
470,6,0.3828972559029994
469,6,0.3828972559029994
340,6,0.3828972559029994
341,6,0.3828972559029994
481,6,0.3828972559029994
339,6,0.3828972559029994
478,6,0.3828972559029994
66,6,0.3828972559029994
62,6,0.3828972559029994
61,6,0.3828972559029994
477,6,0.3828972559029994
476,6,0.3828972559029994
475,6,0.3828972559029994
409,6,0.3828972559029994
408,5,0.3190810465858328
135,5,0.3190810465858328
270,5,0.3190810465858328
55,4,0.2552648372686663
467,4,0.2552648372686663
53,4,0.2552648372686663
465,4,0.2552648372686663
326,4,0.2552648372686663
328,4,0.2552648372686663
192,4,0.2552648372686663
190,4,0.2552648372686663
193,4,0.2552648372686663
462,4,0.2552648372686663
464,4,0.2552648372686663
54,4,0.2552648372686663
56,4,0.2552648372686663
58,4,0.2552648372686663
57,4,0.2552648372686663
327,4,0.2552648372686663
330,4,0.2552648372686663
329,4,0.2552648372686663
331,4,0.2552648372686663
466,4,0.2552648372686663
191,4,0.2552648372686663
194,4,0.2552648372686663
195,4,0.2552648372686663
463,4,0.2552648372686663
423,3,0.1914486279514997
286,3,0.1914486279514997
422,3,0.1914486279514997
18,3,0.1914486279514997
285,3,0.1914486279514997
15,3,0.1914486279514997
153,3,0.1914486279514997
150,3,0.1914486279514997
152,3,0.1914486279514997
289,3,0.1914486279514997
151,3,0.1914486279514997
154,3,0.1914486279514997
288,3,0.1914486279514997
17,3,0.1914486279514997
287,3,0.1914486279514997
284,3,0.1914486279514997
149,3,0.1914486279514997
425,3,0.1914486279514997
14,3,0.1914486279514997
426,3,0.1914486279514997
13,3,0.1914486279514997
424,3,0.1914486279514997
16,3,0.1914486279514997
427,3,0.1914486279514997
22,2,0.12763241863433314
21,2,0.12763241863433314
27,2,0.12763241863433314
279,2,0.12763241863433314
23,2,0.12763241863433314
436,2,0.12763241863433314
435,2,0.12763241863433314
434,2,0.12763241863433314
433,2,0.12763241863433314
419,2,0.12763241863433314
418,2,0.12763241863433314
417,2,0.12763241863433314
31,2,0.12763241863433314
30,2,0.12763241863433314
29,2,0.12763241863433314
28,2,0.12763241863433314
24,2,0.12763241863433314
25,2,0.12763241863433314
26,2,0.12763241863433314
437,2,0.12763241863433314
167,2,0.12763241863433314
166,2,0.12763241863433314
169,2,0.12763241863433314
168,2,0.12763241863433314
160,2,0.12763241863433314
161,2,0.12763241863433314
159,2,0.12763241863433314
302,2,0.12763241863433314
298,2,0.12763241863433314
299,2,0.12763241863433314
300,2,0.12763241863433314
301,2,0.12763241863433314
294,2,0.12763241863433314
295,2,0.12763241863433314
296,2,0.12763241863433314
297,2,0.12763241863433314
304,2,0.12763241863433314
303,2,0.12763241863433314
543,2,0.12763241863433314
542,2,0.12763241863433314
500,2,0.12763241863433314
499,2,0.12763241863433314
93,2,0.12763241863433314
92,2,0.12763241863433314
281,2,0.12763241863433314
282,2,0.12763241863433314
283,2,0.12763241863433314
238,2,0.12763241863433314
280,2,0.12763241863433314
239,2,0.12763241863433314
545,2,0.12763241863433314
544,2,0.12763241863433314
439,2,0.12763241863433314
440,2,0.12763241863433314
376,2,0.12763241863433314
377,2,0.12763241863433314
365,2,0.12763241863433314
366,2,0.12763241863433314
227,2,0.12763241863433314
228,2,0.12763241863433314
510,2,0.12763241863433314
511,2,0.12763241863433314
103,2,0.12763241863433314
104,2,0.12763241863433314
438,2,0.12763241863433314
430,2,0.12763241863433314
432,2,0.12763241863433314
431,2,0.12763241863433314
144,2,0.12763241863433314
145,2,0.12763241863433314
146,2,0.12763241863433314
147,2,0.12763241863433314
148,2,0.12763241863433314
163,2,0.12763241863433314
164,2,0.12763241863433314
165,2,0.12763241863433314
420,2,0.12763241863433314
421,2,0.12763241863433314
162,2,0.12763241863433314
12,2,0.12763241863433314
10,2,0.12763241863433314
11,2,0.12763241863433314
8,2,0.12763241863433314
9,2,0.12763241863433314
443,1,0.06381620931716657
441,1,0.06381620931716657
442,1,0.06381620931716657
457,1,0.06381620931716657
458,1,0.06381620931716657
459,1,0.06381620931716657
460,1,0.06381620931716657
356,1,0.06381620931716657
453,1,0.06381620931716657
452,1,0.06381620931716657
451,1,0.06381620931716657
448,1,0.06381620931716657
447,1,0.06381620931716657
446,1,0.06381620931716657
445,1,0.06381620931716657
444,1,0.06381620931716657
582,1,0.06381620931716657
583,1,0.06381620931716657
36,1,0.06381620931716657
37,1,0.06381620931716657
558,1,0.06381620931716657
559,1,0.06381620931716657
560,1,0.06381620931716657
561,1,0.06381620931716657
586,1,0.06381620931716657
587,1,0.06381620931716657
584,1,0.06381620931716657
585,1,0.06381620931716657
588,1,0.06381620931716657
456,1,0.06381620931716657
455,1,0.06381620931716657
454,1,0.06381620931716657
310,1,0.06381620931716657
311,1,0.06381620931716657
312,1,0.06381620931716657
315,1,0.06381620931716657
316,1,0.06381620931716657
317,1,0.06381620931716657
318,1,0.06381620931716657
461,1,0.06381620931716657
319,1,0.06381620931716657
305,1,0.06381620931716657
325,1,0.06381620931716657
324,1,0.06381620931716657
323,1,0.06381620931716657
322,1,0.06381620931716657
321,1,0.06381620931716657
320,1,0.06381620931716657
182,1,0.06381620931716657
184,1,0.06381620931716657
309,1,0.06381620931716657
183,1,0.06381620931716657
186,1,0.06381620931716657
185,1,0.06381620931716657
218,1,0.06381620931716657
306,1,0.06381620931716657
307,1,0.06381620931716657
308,1,0.06381620931716657
490,1,0.06381620931716657
50,1,0.06381620931716657
51,1,0.06381620931716657
52,1,0.06381620931716657
32,1,0.06381620931716657
33,1,0.06381620931716657
34,1,0.06381620931716657
35,1,0.06381620931716657
181,1,0.06381620931716657
180,1,0.06381620931716657
179,1,0.06381620931716657
177,1,0.06381620931716657
176,1,0.06381620931716657
175,1,0.06381620931716657
174,1,0.06381620931716657
173,1,0.06381620931716657
172,1,0.06381620931716657
171,1,0.06381620931716657
170,1,0.06381620931716657
189,1,0.06381620931716657
188,1,0.06381620931716657
187,1,0.06381620931716657
46,1,0.06381620931716657
45,1,0.06381620931716657
44,1,0.06381620931716657
43,1,0.06381620931716657
42,1,0.06381620931716657
49,1,0.06381620931716657
48,1,0.06381620931716657
47,1,0.06381620931716657
39,1,0.06381620931716657
589,1,0.06381620931716657
38,1,0.06381620931716657
83,1,0.06381620931716657
20,0,0.0
571,0,0.0
570,0,0.0
573,0,0.0
393,0,0.0
429,0,0.0
390,0,0.0
392,0,0.0
577,0,0.0
574,0,0.0
575,0,0.0
576,0,0.0
572,0,0.0
387,0,0.0
359,0,0.0
360,0,0.0
388,0,0.0
361,0,0.0
386,0,0.0
389,0,0.0
222,0,0.0
221,0,0.0
223,0,0.0
252,0,0.0
255,0,0.0
493,0,0.0
494,0,0.0
495,0,0.0
254,0,0.0
249,0,0.0
250,0,0.0
291,0,0.0
248,0,0.0
251,0,0.0
88,0,0.0
87,0,0.0
119,0,0.0
156,0,0.0
86,0,0.0
117,0,0.0
116,0,0.0
115,0,0.0
114,0,0.0
113,0,0.0
527,0,0.0
526,0,0.0
524,0,0.0
523,0,0.0
522,0,0.0
521,0,0.0
520,0,0.0
120,0,0.0
