Feature_ID,Pass_N,Fail_N,Pass_Mean,Fail_Mean,F_stat,p_value,Eta_Squared,BH_Adjusted_p,BH_Significant,Bonferroni_Adjusted_p,Bonferroni_Significant,Effect_Size_Rank,Screening_Tier
436,1462,103,6.5329430232558146,21.428146601941748,18.071139267766785,2.2539131045762382e-05,0.011429681321066922,0.0012089170288181641,True,0.013298087316999805,True,11,Tier A - Bonferroni
129,1454,104,-0.5879594222833563,-0.08264134615384615,16.806848892019207,4.351955026227231e-05,0.010685895031458552,0.0021397112212283888,True,0.025676534654740665,True,12,Tier A - Bonferroni
210,1439,104,0.08770653231410702,0.10490576923076923,16.37659291872172,5.449634402004251e-05,0.010515499586410187,0.0022966316408446485,True,0.03215284297182508,True,13,Tier A - Bonferroni
298,1462,103,0.06205738714090288,0.08860291262135923,16.60188370695706,4.841829626953139e-05,0.010510169605518777,0.00219744575377104,True,0.02856679479902352,True,14,Tier A - Bonferroni
163,1462,103,0.13695690834473323,0.18630097087378644,15.893327409878614,7.010501518094945e-05,0.010066118548965636,0.0027574639304506782,True,0.041361958956760175,True,15,Tier A - Bonferroni
124,1454,104,15.791836313617605,15.834807692307692,13.86947332007595,0.00020294784021812043,0.008834793946750578,0.007483701608043191,True,0.11973922572869106,False,16,Tier B - BH-FDR only
295,1462,103,246.0590158002736,351.50814368932043,13.414974677302508,0.0002579458175465119,0.00850979906483609,0.008952237197202473,True,0.15218803235244202,False,17,Tier B - BH-FDR only
160,1462,103,541.6046511627907,750.3980582524272,12.791436174386881,0.00035881707280544526,0.008117467756672915,0.011761226275289595,True,0.2117020729552127,False,18,Tier B - BH-FDR only
316,1462,104,6.00126073871409,5.635603846153846,12.604121193313127,0.0003962922330293938,0.007994474341328753,0.012305916709860124,True,0.23381241748734236,False,19,Tier B - BH-FDR only
164,1462,103,0.12227633378932967,0.20836893203883494,12.211246424199047,0.00048827889773437656,0.0077521325802613035,0.013747519251791651,True,0.2880845496632822,False,20,Tier B - BH-FDR only
299,1462,103,0.0572109439124487,0.10364271844660194,12.207247381158725,0.0004893184818434317,0.007749613520032833,0.013747519251791651,True,0.2886979042876247,False,21,Tier B - BH-FDR only
121,1454,104,15.794160935350757,15.828076923076923,11.324953797309423,0.0007833319638826376,0.00722565781261316,0.020094167769163312,True,0.4621658586907562,False,22,Tier B - BH-FDR only
300,1462,103,0.11345389876880985,0.1883961165048544,11.326866395434136,0.0007824475618994338,0.007194736135938563,0.020094167769163312,True,0.46164406152066595,False,23,Tier B - BH-FDR only
165,1462,103,0.2429199726402189,0.3812718446601943,11.172867688192644,0.0008496254037642502,0.007097611652144009,0.020886624509204487,True,0.5012789882209077,False,24,Tier B - BH-FDR only
125,1454,104,1.191248280605227,1.0969807692307691,11.028273733785799,0.0009181031843017917,0.007037699267230543,0.021667235149522283,True,0.5416808787380571,False,25,Tier B - BH-FDR only
294,1462,103,391.4182911080711,549.3839077669903,10.615226155797808,0.0011456777984266335,0.006745757145302835,0.02599807311814284,True,0.6759499010717138,False,26,Tier B - BH-FDR only
26,1462,103,1.9425754445964432,1.8803,10.455042147901235,0.0012486739270990972,0.006644639896179783,0.027285837666239533,True,0.7367176169884674,False,27,Tier B - BH-FDR only
33,1462,104,8.931261764705882,9.368187499999998,10.315450449842261,0.0013460415775425289,0.006552340223107545,0.02836301895536043,True,0.794164530750092,False,28,Tier B - BH-FDR only
180,1462,104,19.082701778385772,18.03701923076923,9.734678131007916,0.0018412692736934377,0.006185717495003032,0.03733226170518451,True,1.0,False,29,Tier B - BH-FDR only
122,1454,104,3.917335625859698,3.6335096153846154,9.617877265885452,0.0019615256150181688,0.006143183087996958,0.03733226170518451,True,1.0,False,30,Tier B - BH-FDR only
159,1462,103,862.2756497948017,1172.3106796116506,9.623537909598872,0.001955371091952742,0.006119416171521197,0.03733226170518451,True,1.0,False,31,Tier B - BH-FDR only
79,1439,104,0.002979082696316886,0.010089423076923076,9.254849604121361,0.002388399844273371,0.005969889148538843,0.04156754702444105,True,1.0,False,32,Tier B - BH-FDR only
452,1462,104,5.365711764705882,5.081178846153847,9.352962708626107,0.002264028528419159,0.005944605521016923,0.04156754702444105,True,1.0,False,33,Tier B - BH-FDR only
130,1454,104,0.7432802613480054,0.7686903846153847,9.24914759713794,0.0023954179641203317,0.0059090577441532335,0.04156754702444105,True,1.0,False,34,Tier B - BH-FDR only
64,1456,104,20.440290521978024,21.967568269230767,9.186793493971662,0.002477851245888935,0.005861964592931563,0.04176949243069919,True,1.0,False,35,Tier B - BH-FDR only
127,1454,104,0.6511958046767538,0.610475,8.821552096616951,0.003022535173916545,0.005637417304738318,0.04953599312807671,True,1.0,False,36,Tier B - BH-FDR only
